generation,best_distance
1,1370.4318
2,1311.6497
3,1244.2045
4,1230.7630
5,1186.6814
6,1180.3725
7,1143.1926
8,1093.8222
9,1061.5055
10,1056.9934
11,973.4691
12,969.3096
13,956.6366
14,929.1149
15,914.4542
16,910.3936
17,888.3755
18,881.0628
19,846.1173
20,843.7864
21,843.7864
22,827.9867
23,817.9947
24,799.8284
25,772.9257
26,719.4835
27,719.4835
28,719.4835
29,719.4835
30,719.4835
31,719.4835
32,719.4835
33,719.4835
34,719.2809
35,719.2809
36,705.9910
37,705.9910
38,705.9910
39,705.9910
40,705.9910
41,702.6712
42,702.6712
43,702.6712
44,702.6712
45,702.6712
46,702.6712
47,702.6712
48,702.6712
49,702.6712
50,702.6712
51,702.6712
52,702.6712
53,702.6712
54,702.6712
55,702.6712
56,697.8691
57,697.8691
58,696.7636
59,696.7636
60,690.2697
61,686.6402
62,686.6402
63,672.9027
64,672.9027
65,671.8898
66,671.8898
67,671.8898
68,671.8898
69,669.5641
70,669.5641
71,664.9034
72,645.8243
73,640.4571
74,640.4571
75,635.4249
76,635.4249
77,635.4249
78,599.1887
79,594.1566
80,594.1566
81,594.1333
82,594.1333
83,594.1333
84,588.8974
85,588.8974
86,588.8974
87,588.8974
88,588.8974
89,588.8974
90,582.6209
91,580.6297
92,580.6297
93,579.3772
94,579.3772
95,578.4231
96,569.0487
97,569.0487
98,569.0487
99,569.0487
100,569.0487
101,566.6100
102,566.6100
103,566.6100
104,563.2166
105,563.2166
106,559.2807
107,559.2807
108,559.2807
109,557.6400
110,557.6400
111,548.7606
112,548.7606
113,548.7606
114,548.7606
115,548.7606
116,548.7606
117,548.7606
118,548.7606
119,548.7606
120,548.7606
121,548.7606
122,548.7606
123,548.7606
124,548.7606
125,548.7606
126,548.7606
127,548.7606
128,548.7606
129,548.7606
130,548.7606
131,548.7606
132,548.7606
133,548.7606
134,548.7606
135,548.7606
136,548.7606
137,548.7606
138,548.7606
139,548.7606
140,548.7606
141,548.7606
142,548.7606
143,548.7606
144,548.7606
145,548.7606
146,548.7606
147,548.7606
148,548.7606
149,548.7606
150,548.7606
151,548.7606
152,548.7606
153,548.7606
154,548.7606
155,548.7606
156,548.7606
157,548.7606
158,548.7606
159,548.7606
160,532.5886
161,532.5886
162,532.5886
163,532.5886
164,532.5886
165,532.5886
166,532.5886
167,532.5886
168,532.5886
169,532.5886
170,532.5886
171,532.5886
172,532.5886
173,532.5886
174,532.5886
175,532.5886
176,532.5886
177,532.5886
178,527.5504
179,527.5504
180,527.5504
181,527.5504
182,527.5504
183,527.5504
184,527.5504
185,527.5504
186,527.5504
187,527.5504
188,522.1944
189,522.1944
190,521.1024
191,521.1024
192,521.1024
193,521.1024
194,521.1024
195,521.1024
196,521.1024
197,521.1024
198,521.1024
199,521.1024
200,521.1024
201,521.1024
202,521.1024
203,521.1024
204,521.1024
205,521.1024
206,521.1024
207,521.1024
208,521.1024
209,521.1024
210,521.1024
211,521.1024
212,521.1024
213,521.1024
214,521.1024
215,521.1024
216,521.1024
217,521.1024
218,521.1024
219,521.1024
220,521.1024
221,521.1024
222,521.1024
223,521.1024
224,521.1024
225,521.1024
226,521.1024
227,521.1024
228,521.1024
229,521.1024
230,521.1024
231,521.1024
232,521.1024
233,521.1024
234,521.1024
235,521.1024
236,521.1024
237,521.1024
238,521.1024
239,521.1024
240,521.1024
241,521.1024
242,521.1024
243,521.1024
244,521.1024
245,521.1024
246,518.6339
247,518.6339
248,518.6339
249,518.6339
250,518.6339
251,518.6339
252,518.6339
253,518.6339
254,518.6339
255,518.6339
256,518.6339
257,518.6339
258,518.6339
259,518.6339
260,518.6339
261,518.6339
262,518.6339
263,518.6339
264,518.6339
265,518.6339
266,518.6339
267,518.6339
268,518.6339
269,518.6339
270,518.6339
271,518.6339
272,518.6339
273,518.6339
274,518.6339
275,518.6339
276,518.6339
277,518.6339
278,518.6339
279,514.3960
280,514.3960
281,514.3960
282,514.3960
283,514.3960
284,514.3960
285,514.3960
286,514.3960
287,514.3960
288,514.3960
289,514.3960
290,514.3960
291,514.3960
292,514.3960
293,514.3960
294,514.3960
295,514.3960
296,514.3960
297,514.3960
298,514.3960
299,514.3960
300,514.3960
301,514.3960
302,514.3960
303,514.3960
304,514.3960
305,514.3960
306,514.3960
307,514.3960
308,514.3960
309,514.3960
310,514.3960
311,514.3960
312,514.3960
313,514.3960
314,514.3960
315,514.3960
316,514.3960
317,514.3960
318,514.3960
319,514.3960
320,514.3960
321,514.3960
322,514.3960
323,514.3960
324,514.3960
325,514.3960
326,514.3960
327,514.3960
328,514.3960
329,514.3960
330,514.3960
331,514.3960
332,514.3960
333,514.3960
334,514.3960
335,514.3960
336,514.3960
337,514.3960
338,514.3960
339,514.3960
340,514.3960
341,514.3960
342,514.3960
343,514.3960
344,514.3960
345,514.3960
346,501.7281
347,501.7281
348,501.7281
349,501.7281
350,501.7281
351,501.7281
352,501.7281
353,501.7281
354,501.7281
355,501.7281
356,501.7281
357,501.7281
358,501.7281
359,501.7281
360,501.7281
361,501.7281
362,501.7281
363,488.6987
364,488.6987
365,488.6987
366,488.6987
367,488.6987
368,488.6987
369,488.6987
370,488.6987
371,488.6987
372,488.6987
373,488.6987
374,488.6987
375,488.6987
376,488.6987
377,488.6987
378,488.6987
379,482.8348
380,482.8348
381,482.8348
382,482.8348
383,482.8348
384,482.8348
385,482.8348
386,482.8348
387,482.8348
388,482.8348
389,482.8348
390,482.8348
391,482.8348
392,481.0941
393,481.0941
394,481.0941
395,481.0941
396,481.0941
397,481.0941
398,481.0941
399,481.0941
400,481.0941
401,481.0941
402,481.0941
403,481.0941
404,481.0941
405,481.0941
406,481.0941
407,481.0941
408,481.0941
409,481.0941
410,481.0941
411,481.0941
412,481.0941
413,481.0941
414,481.0941
415,481.0941
416,481.0941
417,481.0941
418,481.0941
419,481.0941
420,481.0941
421,481.0941
422,481.0941
423,481.0941
424,481.0941
425,481.0941
426,481.0941
427,481.0941
428,481.0941
429,481.0941
430,481.0941
431,481.0941
432,481.0941
433,481.0941
434,481.0941
435,481.0941
436,481.0941
437,472.5969
438,472.5969
439,472.5969
440,472.5969
441,472.5969
442,472.5969
443,472.5969
444,472.5969
445,472.5969
446,472.5969
447,472.5969
448,472.5969
449,472.5969
450,472.5969
451,472.5969
452,472.5969
453,472.5969
454,472.5969
455,472.5969
456,472.5969
457,472.5969
458,472.5969
459,472.5969
460,472.5969
461,472.5969
462,472.5969
463,472.5969
464,472.5969
465,472.5969
466,472.5969
467,472.5969
468,472.5969
469,472.5969
470,472.5969
471,472.5969
472,472.5969
473,472.5969
474,472.5969
475,472.5969
476,472.5969
477,472.5969
478,472.5969
479,472.5969
480,472.5969
481,472.5969
482,472.5969
483,472.5969
484,472.5969
485,472.5969
486,472.5969
487,472.5969
488,472.5969
489,472.5969
490,472.5969
491,472.5969
492,472.5969
493,472.5969
494,472.5969
495,472.5969
496,472.5969
497,472.5969
498,472.5969
499,472.5969
500,472.5969
501,472.5969
502,472.5969
503,472.5969
504,472.5969
505,472.5969
506,472.5969
507,472.5969
508,472.5969
509,472.5969
510,472.5969
511,472.5969
512,472.5969
513,472.5969
514,472.5969
515,472.5969
516,472.5969
517,472.5969
518,472.5969
519,472.5969
520,472.5969
521,472.5969
522,472.5969
523,472.5969
524,472.5969
525,472.5969
526,472.5969
527,472.5969
528,472.5969
529,472.5969
530,472.5969
531,472.5969
532,472.5969
533,472.5969
534,472.5969
535,472.5969
536,472.5969
537,472.5969
538,472.5969
539,472.5969
540,469.1712
541,469.1712
542,469.1712
543,469.1712
544,469.1712
545,469.1712
546,469.1712
547,469.1712
548,469.1712
549,469.1712
550,469.1712
551,469.1712
552,469.1712
553,469.1712
554,469.1712
555,469.1712
556,469.1712
557,469.1712
558,469.1712
559,469.1712
560,469.1712
561,469.1712
562,469.1712
563,469.1712
564,469.1712
565,469.1712
566,469.1712
567,469.1712
568,469.1712
569,469.1712
570,469.1712
571,469.1712
572,469.1712
573,469.1712
574,469.1712
575,469.1712
576,469.1712
577,469.1712
578,469.1712
579,469.1712
580,469.1712
581,469.1712
582,469.1712
583,469.1712
584,469.1712
585,469.1712
586,469.1712
587,469.1712
588,467.2961
589,467.2961
590,467.2961
591,467.2961
592,467.2961
593,467.2961
594,467.2961
595,467.2961
596,467.2961
597,467.2961
598,467.2961
599,467.2961
600,467.2961
601,467.2961
602,467.2961
603,467.2961
604,467.2961
605,467.2961
606,467.2961
607,467.2961
608,467.2961
609,467.2961
610,467.2961
611,467.2961
612,467.2961
613,467.2961
614,467.2961
615,467.2961
616,467.2961
617,467.2961
618,467.2961
619,467.2961
620,467.2961
621,467.2961
622,467.2961
623,467.2961
624,467.2961
625,467.2961
626,467.2961
627,467.2961
628,467.2961
629,467.2961
630,467.2961
631,467.2961
632,467.2961
633,467.2961
634,467.2961
635,467.2961
636,467.2961
637,467.2961
638,467.2961
639,467.2961
640,467.2961
641,467.2961
642,467.2961
643,467.2961
644,467.2961
645,467.2961
646,467.2961
647,467.2961
648,467.2961
649,467.2961
650,467.2961
651,467.2961
652,467.2961
653,467.2961
654,467.2961
655,467.2961
656,467.2961
657,467.2961
658,467.2961
659,467.2961
660,467.2961
661,467.2961
662,467.2961
663,467.2961
664,467.2961
665,467.2961
666,467.2961
667,467.2961
668,467.2961
669,467.2961
670,467.2961
671,467.2961
672,467.2961
673,467.2961
674,467.2961
675,467.2961
676,467.2961
677,467.2961
678,467.2961
679,467.2961
680,467.2961
681,456.9861
682,456.9861
683,456.9861
684,456.9861
685,456.9861
686,456.9861
687,456.9861
688,456.9861
689,456.9861
690,456.9861
691,456.9861
692,456.9861
693,456.9861
694,456.9861
695,456.9861
696,456.9861
697,456.9861
698,456.9861
699,456.9861
700,456.9861
701,456.9861
702,456.9861
703,456.9861
704,456.9861
705,456.9861
706,456.9861
707,456.9861
708,456.9861
709,456.9861
710,456.9861
711,456.9861
712,456.9861
713,456.9861
714,456.9861
715,456.9861
716,456.9861
717,456.9861
718,456.9861
719,456.9861
720,456.9861
721,456.9861
722,456.9861
723,456.9861
724,456.9861
725,456.9861
726,456.9861
727,456.9861
728,456.9861
729,456.9861
730,456.9861
731,456.9861
732,456.9861
733,456.9861
734,456.9861
735,456.9861
736,456.9861
737,456.9861
738,456.9861
739,456.9861
740,456.9861
741,456.9861
742,456.9861
743,456.9861
744,456.9861
745,456.9861
746,456.9861
747,456.9861
748,456.9861
749,456.9861
750,456.9861
751,456.9861
752,456.9861
753,456.9861
754,456.9861
755,456.9861
756,456.9861
757,456.9861
758,456.9861
759,456.9861
760,456.9861
761,456.9861
762,456.9861
763,456.9861
764,456.9861
765,456.9861
766,456.9861
767,456.9861
768,456.9861
769,456.9861
770,456.9861
771,456.9861
772,456.9861
773,456.9861
774,456.9861
775,456.9861
776,456.9861
777,456.9861
778,456.9861
779,456.9861
780,456.9861
781,456.9861
782,456.9861
783,456.9861
784,456.9861
785,456.9861
786,456.9861
787,456.9861
788,456.9861
789,456.9861
790,456.9861
791,456.9861
792,456.9861
793,456.9861
794,456.9861
795,456.9861
796,456.9861
797,456.9861
798,456.9861
799,456.9861
800,456.9861
801,456.9861
802,456.9861
803,456.9861
804,456.9861
805,456.9861
806,456.9861
807,456.9861
808,456.9861
809,456.9861
810,456.9861
811,456.9861
812,456.9861
813,456.9861
814,456.9861
815,456.9861
816,456.9861
817,456.9861
818,456.9861
819,456.9861
820,456.9861
821,456.9861
822,456.9861
823,456.9861
824,456.9861
825,456.9861
826,456.9861
827,456.9861
828,456.9861
829,456.9861
830,456.9861
831,456.9861
832,456.9861
833,456.9861
834,456.9861
835,456.9861
836,456.9861
837,456.9861
838,456.9861
839,456.9861
840,456.9861
841,456.9861
842,456.9861
843,456.9861
844,456.9861
845,456.9861
846,456.9861
847,456.9861
848,456.9861
849,456.9861
850,456.9861
851,456.9861
852,456.9861
853,456.9861
854,456.9861
855,456.9861
856,456.9861
857,456.9861
858,456.9861
859,456.9861
860,456.9861
861,456.9861
862,456.9861
863,456.9861
864,456.9861
865,456.9861
866,456.9861
867,456.9861
868,456.9861
869,456.9861
870,456.9861
871,456.9861
872,453.8951
873,453.8951
874,453.8951
875,453.8951
876,453.8951
877,453.8951
878,453.8951
879,453.8951
880,453.8951
881,453.8951
882,453.8951
883,453.8951
884,453.8951
885,453.8951
886,453.8951
887,453.8951
888,453.8951
889,453.8951
890,453.8951
891,453.8951
892,453.8951
893,453.8951
894,453.8951
895,453.8951
896,453.8951
897,453.8951
898,453.8951
899,453.8951
900,453.8951
901,453.8951
902,453.8951
903,453.8951
904,453.8951
905,453.8951
906,453.8951
907,453.8951
908,453.8951
909,453.8951
910,453.8951
911,453.8951
912,453.8951
913,453.8951
914,453.8951
915,453.8951
916,453.8951
917,453.8951
918,453.8951
919,453.8951
920,453.8951
921,453.8951
922,453.8951
923,453.8951
924,453.8951
925,453.8951
926,453.8951
927,453.8951
928,453.8951
929,453.8951
930,453.8951
931,453.8951
932,453.8951
933,453.8951
934,453.8951
935,453.8951
936,453.8951
937,453.8951
938,453.8951
939,453.8951
940,453.8951
941,453.8951
942,453.8951
943,453.8951
944,453.8951
945,453.8951
946,453.8951
947,453.8951
948,453.8951
949,453.8951
950,453.8951
951,453.8951
952,453.8951
953,453.8951
954,453.8951
955,453.8951
956,453.8951
957,453.8951
958,453.8951
959,453.8951
960,453.8951
961,453.8951
962,453.8951
963,453.8951
964,453.8951
